LabVIEW Measurement,,
Writer_Version,2,
Reader_Version,2,
Separator,Tab,
Decimal_Separator,.,
Multi_Headings,Yes,
X_Columns,Multi,
Time_Pref,Absolute,
Operator,RHAYESHUER,
Date,2/19/2020,
Time,40:40.5,
***End_of_Header***,,
,,
Channels,1,
Samples,7000,
Date,2/19/2020,
Time,40:40.5,
Y_Unit_Label,Volts,
X_Dimension,Time,
X0,0.00E+00,
Delta_X,0.001,
***End_of_Header***,,
X_Value,Voltage,Comment
0,4.974757,81.4 cm
0.001,4.971141,
0.002,4.971141,
0.003,4.972456,
0.004,4.974428,
0.005,4.972785,
0.006,4.972127,
0.007,4.972785,
0.008,4.975415,
0.009,4.9741,
0.01,4.973113,
0.011,4.972785,
0.012,4.975415,
0.013,4.976072,
0.014,4.975415,
0.015,4.974428,
0.016,4.975415,
0.017,4.97673,
0.018,4.976072,
0.019,4.9741,
0.02,4.9741,
0.021,4.976072,
0.022,4.976072,
0.023,4.976401,
0.024,4.9741,
0.025,4.9741,
0.026,4.975744,
0.027,4.974757,
0.028,4.973113,
0.029,4.972785,
0.03,4.973771,
0.031,4.9741,
0.032,4.972127,
0.033,4.971141,
0.034,4.972127,
0.035,4.971141,
0.036,2.114914,
0.037,0.094486,
0.038,0.088568,
0.039,0.088239,
0.04,0.088239,
0.041,0.088239,
0.042,0.088239,
0.043,0.087582,
0.044,0.088239,
0.045,0.088568,
0.046,0.08791,
0.047,0.08791,
0.048,0.088568,
0.049,0.088239,
0.05,0.08791,
0.051,0.088239,
0.052,0.08791,
0.053,0.08791,
0.054,0.08791,
0.055,0.088239,
0.056,0.088239,
0.057,0.087582,
0.058,0.08791,
0.059,0.088239,
0.06,0.08791,
0.061,0.08791,
0.062,0.088239,
0.063,0.08791,
0.064,0.087582,
0.065,0.08791,
0.066,0.08791,
0.067,0.087582,
0.068,0.088239,
0.069,0.088239,
0.07,0.088568,
0.071,0.08791,
0.072,0.087253,
0.073,0.08791,
0.074,0.08791,
0.075,0.08791,
0.076,0.08791,
0.077,0.088239,
0.078,0.08791,
0.079,0.088239,
0.08,0.088568,
0.081,0.08791,
0.082,0.088239,
0.083,0.087582,
0.084,0.094815,
0.085,4.537462,
0.086,4.972456,
0.087,4.973771,
0.088,4.975086,
0.089,4.974757,
0.09,4.9741,
0.091,4.973771,
0.092,4.975415,
0.093,4.973771,
0.094,4.972785,
0.095,4.9741,
0.096,4.974757,
0.097,4.975744,
0.098,4.973442,
0.099,4.973442,
0.1,4.974428,
0.101,4.974428,
0.102,4.973442,
0.103,4.971469,
0.104,4.972785,
0.105,4.973442,
0.106,4.972456,
0.107,4.971469,
0.108,4.971798,
0.109,4.971469,
0.11,4.971798,
0.111,4.970483,
0.112,4.970154,
0.113,4.971141,
0.114,4.971798,
0.115,4.973113,
0.116,4.971798,
0.117,4.972456,
0.118,4.973113,
0.119,4.972785,
0.12,4.972127,
0.121,4.970812,
0.122,4.973113,
0.123,4.974757,
0.124,4.975086,
0.125,4.974428,
0.126,4.9741,
0.127,4.975744,
0.128,4.975415,
0.129,4.9741,
0.13,4.975744,
0.131,4.976072,
0.132,4.977059,
0.133,4.976401,
0.134,4.9741,
0.135,4.975415,
0.136,4.976401,
0.137,4.975744,
0.138,4.974757,
0.139,4.976072,
0.14,4.97673,
0.141,4.975744,
0.142,4.9741,
0.143,4.972127,
